2026-04-26 09:43:33.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.66, 60.00, 18.32
2026-04-26 09:47:18.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:23.876 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:28.898 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:33.915 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:38.869 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:43.922 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:48.869 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:47:53.869 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:48:11.024 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.36, 60.00, 21.53
2026-04-26 09:49:49.573 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.63, 69.50, 79.49
2026-04-26 09:49:54.573 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.63, 69.50, 79.49
2026-04-26 09:49:59.572 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.63, 69.50, 79.49
2026-04-26 09:50:59.664 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=1.12, 129.00, 7.20
2026-04-26 09:51:04.664 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.50, 70.00, 77.50
2026-04-26 09:51:09.664 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.50, 70.00, 77.50
2026-04-26 09:51:14.664 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=4.50, 70.00, 77.50
2026-04-26 09:51:32.464 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=3.64, 69.50, 79.07
2026-04-26 09:53:20.678 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=8.89, 94.00, -58.33
2026-04-26 09:54:17.925 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=95.31, 37.00, 1.24
2026-04-26 09:54:22.925 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=95.31, 37.00, 1.24
2026-04-26 09:54:51.225 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.80, 36.50, 0.74
2026-04-26 09:54:56.225 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=93.80, 36.50, 0.74
2026-04-26 09:55:47.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:55:52.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:55:57.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:56:02.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:56:07.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:56:12.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:56:17.625 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=94.10, 36.50, 0.52
2026-04-26 09:58:36.525 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=50.11, 54.00, 44.70
2026-04-26 09:58:41.525 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=50.11, 54.00, 44.70
2026-04-26 09:58:46.525 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=50.11, 54.00, 44.70
2026-04-26 09:58:51.788 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=110, pos=44.40, -89.37, 42.17
2026-04-26 09:58:56.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:01.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:06.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:11.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:16.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:21.526 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:26.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:31.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:36.528 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:41.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:46.528 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:51.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 09:59:56.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:01.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:06.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:11.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:16.530 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:21.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:26.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:31.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:36.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:41.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:46.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:51.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:00:56.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:01:01.527 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:01:06.568 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-21.00, 40.06, -10.00
2026-04-26 10:01:21.977 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=8.09, 100.00, 4.05
2026-04-26 10:08:41.219 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-7.31, 59.00, 55.62
2026-04-26 10:08:52.177 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-7.31, 59.00, 55.62
2026-04-26 10:10:40.278 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:10:45.278 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:10:50.278 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:10:55.278 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:00.293 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:05.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:10.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:15.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:20.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:25.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:30.298 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:35.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:40.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:45.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
2026-04-26 10:11:50.297 [Client thread/INFO] AsdUnionClient - [TabRuntime][LucyU__/52a966b1-13ca-43b9-b3b6-6b10b992942c] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.03, 57.50, 48.04
