2026-04-25 08:50:25.707 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.81, 60.00, 19.43
2026-04-25 08:57:08.879 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-61.01, 58.00, -61.01
2026-04-25 08:57:13.880 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-61.01, 58.00, -61.01
2026-04-25 08:57:18.812 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-61.01, 58.00, -61.01
2026-04-25 08:57:23.813 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-61.01, 58.00, -61.01
2026-04-25 08:57:28.841 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=62.00, 87.00, 57.00
2026-04-25 08:57:33.502 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=62.00, 79.06, 57.00
2026-04-25 08:57:59.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.08
2026-04-25 08:58:06.817 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.08
2026-04-25 09:00:39.117 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:00:44.116 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:00:49.117 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:00:54.116 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:00:59.117 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:01:04.116 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:01:09.116 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:01:14.083 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-103.70, 57.50, 48.18
2026-04-25 09:01:19.017 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:23.982 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:28.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:33.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:38.917 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:43.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:48.917 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:53.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:01:58.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.36, 57.50, 47.49
2026-04-25 09:02:03.917 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-102.54, 58.00, 49.38
2026-04-25 09:02:08.916 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-100.60, 58.00, 53.70
2026-04-25 09:02:35.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:02:40.017 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:02:45.017 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:02:50.017 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:02:55.018 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:02:59.983 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:03:04.983 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-101.97, 57.50, 47.02
2026-04-25 09:04:21.066 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:04:26.065 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:04:31.065 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:04:36.067 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:04:58.632 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:05:03.633 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.19, 95.50, 1.38
2026-04-25 09:05:41.366 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.38, 95.50, 0.79
2026-04-25 09:05:46.312 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.38, 95.50, 0.79
2026-04-25 09:05:51.313 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.38, 95.50, 0.79
2026-04-25 09:06:04.713 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.45, 95.50, 0.46
2026-04-25 09:06:09.680 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:14.680 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:19.580 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:24.513 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:29.483 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:34.483 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:39.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:44.415 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:49.383 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:54.383 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:06:59.316 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.10, 96.00, -0.73
2026-04-25 09:08:09.883 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.58, 95.50, -0.04
2026-04-25 09:08:14.883 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-105.58, 95.50, -0.04
2026-04-25 09:08:19.815 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:24.817 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:29.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:34.817 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:39.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:44.815 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:49.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:54.815 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:08:59.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:09:04.815 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:09:09.816 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.73, 95.50, 0.19
2026-04-25 09:09:35.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:09:40.081 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:09:45.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:09:50.081 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:09:55.081 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:10:00.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:10:05.083 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:10:10.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-83.52, 96.00, 6.47
2026-04-25 09:10:15.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.59, 96.00, 7.39
2026-04-25 09:10:20.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.59, 96.00, 7.39
2026-04-25 09:10:25.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.59, 96.00, 7.39
2026-04-25 09:10:30.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.59, 96.00, 7.39
2026-04-25 09:10:35.082 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.59, 96.00, 7.39
2026-04-25 09:10:40.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.67, 96.00, 7.31
2026-04-25 09:10:45.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.67, 96.00, 7.31
2026-04-25 09:10:50.015 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-82.67, 96.00, 7.31
2026-04-25 09:11:19.282 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.37, 95.50, -0.20
2026-04-25 09:11:24.281 [Client thread/INFO] AsdUnionClient - [TabRuntime][momoveray1/d980d805-0d3f-4373-8bec-5b99b5435997] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-104.37, 95.50, -0.20
