2026-04-25 19:06:53.563 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=0.46, 60.00, 18.72
2026-04-25 19:10:59.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:04.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:09.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:14.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:19.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:24.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:29.570 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:34.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:39.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:44.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:49.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:54.564 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:11:59.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:12:04.566 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:12:09.565 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.29, 55.50, 0.85
2026-04-25 19:14:00.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-3.26, 125.00, 0.50
2026-04-25 19:14:05.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:10.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:15.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:20.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:25.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:30.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:35.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:40.518 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=113.50, 56.06, 0.50
2026-04-25 19:14:51.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:14:56.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:01.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:06.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:11.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:16.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:21.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:26.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:31.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:36.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:41.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:46.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:51.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:15:56.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:01.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:06.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:11.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:16.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:21.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:26.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:31.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:36.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:41.685 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:46.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:51.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:16:56.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:01.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:06.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:11.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:16.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:21.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:26.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:31.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:36.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:41.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:17:46.684 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=118.73, 55.50, 0.46
2026-04-25 19:18:06.419 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=112.48, 56.32, -7.69
2026-04-25 19:18:11.437 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=75, pos=0.50, 155.00, 1.50
2026-04-25 19:18:16.436 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-4.08, 155.00, 7.09
2026-04-25 19:18:21.437 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-7.04, 155.00, 12.70
2026-04-25 19:18:26.436 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-10.05, 155.00, 12.64
2026-04-25 19:18:31.436 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.48, 36.50, 0.71
2026-04-25 19:18:36.436 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.17, 36.50, 0.07
2026-04-25 19:18:49.824 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-92.98, 36.50, 0.73
2026-04-25 19:19:02.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:07.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:12.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:17.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:22.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:27.726 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:19:32.724 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.95, 37.00, 0.68
2026-04-25 19:20:42.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:20:47.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:20:52.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:20:57.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:02.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:07.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:12.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:17.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:22.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:27.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:21:32.957 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.65, 36.50, 0.90
2026-04-25 19:22:25.257 [Client thread/INFO] AsdUnionClient - [TabRuntime][JackM__/f2914e8c-013d-4990-8202-d96bd73695d7] Background tick health: world=true, player=true, openChannel=true, queuedTasks=0, pos=-93.07, 36.50, 0.21
